time	ret	ldp	lep	rf	yield
1980.3333	0.0491558805	-2.9994990557	-2.5061941978	0.0760717570	0.0349117831
1980.4167	0.0294200277	-3.0194709887	-2.5241924911	0.0778217817	0.0404057160
1980.5000	0.0607774945	-3.0742826917	-2.5787902156	0.0843871033	0.0326790880
1980.5833	0.0141082433	-3.0866386637	-2.5762656655	0.0969996609	0.0212104613
1980.6667	0.0191335934	-3.0929095194	-2.5928476747	0.1110403548	0.0109957798
1980.7500	0.0097858622	-3.1006437148	-2.6001746113	0.1215536956	0.0084318512
1980.8333	0.0925298801	-3.1979957580	-2.6891490450	0.1389877297	-0.0147791568
1980.9167	-0.0496396476	-3.1501656351	-2.6462650342	0.1373939234	0.0060424215
1981.0000	-0.0526180006	-3.1079153409	-2.5913741719	0.1399966974	-0.0097826819
1981.0833	0.0060202023	-3.1063677821	-2.5965589776	0.1366963788	-0.0059987338
1981.1667	0.0302307233	-3.1352869794	-2.6240165989	0.1204372878	0.0027656669
1981.2500	-0.0268355696	-3.1173561005	-2.5921261822	0.1424973282	0.0005357951
1981.3333	0.0005744180	-3.1121735432	-2.5823792081	0.1446543031	-0.0158809256
1981.4167	-0.0226878664	-3.0893410702	-2.5638924511	0.1372370183	-0.0057941703
1981.5000	-0.0130547502	-3.0928793635	-2.5535967650	0.1426447396	-0.0050319069
1981.5833	-0.0688185404	-3.0039558893	-2.4814676639	0.1487820086	-0.0006786799
1981.6667	-0.0768898774	-2.9340721763	-2.4181783477	0.1389529196	0.0130118139
1981.7500	0.0443052868	-2.9817681378	-2.4584087606	0.1231552461	0.0235152297
1981.8333	0.0351566918	-3.0112468679	-2.4866572909	0.1006233128	0.0354303222
1981.9167	-0.0375569900	-2.9766458222	-2.4484909214	0.1075261689	0.0410481720
1982.0000	-0.0326977253	-2.9531976965	-2.4237349820	0.1206588964	0.0286313804
1982.0833	-0.0623713072	-2.8771989925	-2.3542693269	0.1197278100	0.0303331108
1982.1667	-0.0202714816	-2.8562694280	-2.3370920317	0.1271787573	0.0101667096
1982.2500	0.0298340160	-2.9017134156	-2.3700287039	0.1187958559	0.0196216197
1982.3333	-0.0376528639	-2.8387699740	-2.3238210853	0.1114429799	0.0250171445
1982.4167	-0.0334342769	-2.8179892934	-2.2971033838	0.1232878563	0.0267548804
1982.5000	-0.0307906011	-2.7931465143	-2.2682496806	0.0991573155	0.0509305738
1982.5833	0.1093669208	-2.8901999106	-2.3724165603	0.0824091362	0.0682236660
1982.6667	0.0072824015	-2.8998051396	-2.3744693567	0.0749312046	0.0538503155
1982.7500	0.1046797002	-3.0147403111	-2.4745424749	0.0775071883	0.0401922874
1982.8333	0.0389551954	-3.0349427061	-2.5054349626	0.0811651544	0.0369568021
1982.9167	0.0096481950	-3.0539684168	-2.5159069769	0.0777015077	0.0342932326
1983.0000	0.0306010045	-3.0754416924	-2.5443907488	0.0793563183	0.0341483502
1983.0833	0.0213044663	-3.0997381754	-2.5591112610	0.0779235407	0.0417952234
1983.1667	0.0269550305	-3.1281995222	-2.5875903121	0.0846719761	0.0286716992
1983.2500	0.0637857033	-3.1965097146	-2.6559623830	0.0793193692	0.0309557959
1983.3333	-0.0003868972	-3.2125252811	-2.6396784556	0.0848832809	0.0308218461
1983.4167	0.0314583226	-3.2280790926	-2.6704503333	0.0860033691	0.0276289491
1983.5000	-0.0371998910	-3.1987694858	-2.6328695743	0.0902702278	0.0292327743
1983.5833	0.0016755662	-3.2138768021	-2.6401315073	0.0905808322	0.0303556711
1983.6667	0.0089529024	-3.2051098339	-2.6462609094	0.0853333031	0.0326993520
1983.7500	-0.0289039558	-3.1863686967	-2.6268253032	0.0832744032	0.0344761734
1983.8333	0.0199554760	-3.2120844128	-2.6399732137	0.0870672088	0.0353842955
1983.9167	-0.0154642783	-3.1735062531	-2.6269889320	0.0878002324	0.0355079728
1984.0000	-0.0178299932	-3.1583485221	-2.6129194523	0.0871680314	0.0299998977
1984.0833	-0.0445537888	-3.1263293287	-2.5684972841	0.0895390132	0.0288747037
1984.1667	0.0086964006	-3.1252350494	-2.5771401502	0.0950010411	0.0271667999
1984.2500	-0.0032532173	-3.1176183411	-2.5774646067	0.0949555715	0.0319471676
1984.3333	-0.0608625375	-3.0599781887	-2.5111735664	0.0953010889	0.0352265817
1984.4167	0.0146993797	-3.0642642357	-2.5234178615	0.0968907482	0.0376163645
1984.5000	-0.0264645187	-3.0331060099	-2.5017880204	0.1014548987	0.0339805879
1984.5833	0.0990716333	-3.1346635916	-2.5978216938	0.1034857594	0.0192412539
1984.6667	-0.0063148457	-3.1337101578	-2.5893444526	0.0991573155	0.0199654312
1984.7500	-0.0081362315	-3.1042002938	-2.5841181018	0.0882031665	0.0363998708
1984.8333	-0.0172766670	-3.1089500222	-2.5637508666	0.0828510682	0.0444594537
1984.9167	0.0168921824	-3.1192298972	-2.5807652938	0.0772480370	0.0412568523
1985.0000	0.0707258374	-3.1863482622	-2.6470228716	0.0791438423	0.0403090997
1985.0833	0.0102429482	-3.1935876677	-2.6504300297	0.0834400072	0.0401793460
1985.1667	-0.0061250084	-3.1839285654	-2.6423978970	0.0802796027	0.0405129479
1985.2500	-0.0106442358	-3.1722466294	-2.6328485398	0.0771462092	0.0444278671
1985.3333	0.0509067450	-3.2184960425	-2.6805692438	0.0703093379	0.0428865721
1985.4167	0.0108585129	-3.2332741038	-2.6877341304	0.0674156283	0.0396152384
1985.5000	-0.0090289309	-3.2159619729	-2.6781169411	0.0716692867	0.0358611290
1985.5833	-0.0099797412	-3.2015554144	-2.6613145388	0.0704118642	0.0364977242
1985.6667	-0.0439595559	-3.1560901996	-2.6212602486	0.0698525019	0.0366964866
1985.7500	0.0370544934	-3.2010392021	-2.6587133024	0.0708963920	0.0352660140
1985.8333	0.0601289800	-3.2475289265	-2.7175863006	0.0705982488	0.0366658611
1985.9167	0.0371709536	-3.2844393358	-2.7575191975	0.0695540473	0.0393913886
1986.0000	0.0018140522	-3.2860767099	-2.7562467649	0.0687701800	0.0301267054
1986.0833	0.0649176442	-3.3396870276	-2.8216733066	0.0692461727	0.0251424721
1986.1667	0.0479451582	-3.3922639561	-2.8695109164	0.0627118538	0.0253460370
1986.2500	-0.0183551390	-3.3646017796	-2.8519098832	0.0603704719	0.0269430517
1986.3333	0.0452877362	-3.3735684191	-2.8975777681	0.0622985142	0.0273012004
1986.4167	0.0092925345	-3.3754513255	-2.9082592214	0.0592212847	0.0301862326
1986.5000	-0.0623302285	-3.3074773563	-2.8445627276	0.0573628374	0.0302850027
1986.5833	0.0651421560	-3.3777410909	-2.9101243331	0.0512252921	0.0336541894
1986.6667	-0.0863972168	-3.2881189946	-2.8176128587	0.0516242396	0.0353212637
1986.7500	0.0470021618	-3.3201099135	-2.8681454007	0.0516147427	0.0349410726
1986.8333	0.0138679372	-3.3118296512	-2.8866510581	0.0534649347	0.0348284594
1986.9167	-0.0310158642	-3.2759354051	-2.8552183577	0.0562007332	0.0316220409
1987.0000	0.1173286626	-3.3973146149	-2.9760009509	0.0555103899	0.0259805864
1987.0833	0.0368876889	-3.4351964368	-3.0092706076	0.0540430105	0.0281940760
1987.1667	0.0199126287	-3.4440272540	-3.0323386491	0.0556144448	0.0295767057
1987.2500	-0.0196584738	-3.4097047913	-3.0184546120	0.0547343671	0.0373637338
1987.3333	0.0026125662	-3.4439618239	-3.0221083373	0.0562858110	0.0367315426
1987.4167	0.0414431826	-3.4819948578	-3.0665536484	0.0567866781	0.0410144908
1987.5000	0.0418780163	-3.5120560497	-3.1106245564	0.0600691735	0.0355258477
1987.5833	0.0303552488	-3.5299223663	-3.1419692982	0.0610574693	0.0372400008
1987.6667	-0.0256604411	-3.4969014907	-3.1144984540	0.0653100984	0.0339704069
1987.7500	-0.2520974500	-3.2423819928	-2.8652230039	0.0522887987	0.0605844715
1987.8333	-0.0812941058	-3.1636091045	-2.7721777487	0.0539672163	0.0608740621
1987.9167	0.0630515060	-3.2238704743	-2.8386890906	0.0562858110	0.0601031204
1988.0000	0.0414557547	-3.2610502601	-2.8739132435	0.0558981756	0.0427179024
1988.0833	0.0438318753	-3.2483408922	-2.9104872188	0.0556901142	0.0394137848
1988.1667	-0.0270166910	-3.2236851600	-2.8722018620	0.0565788015	0.0339929719
1988.2500	0.0060372827	-3.2432298107	-2.8756601639	0.0592024345	0.0363602145
1988.3333	-0.0013135988	-3.2237606697	-2.8729436469	0.0645416461	0.0374156099
1988.4167	0.0429299651	-3.2715390306	-2.9094371798	0.0648228557	0.0306863264
1988.5000	-0.0110787221	-3.2531842539	-2.8977920591	0.0685741172	0.0331366757
1988.5833	-0.0348557049	-3.2063995314	-2.8522465748	0.0719578051	0.0267463048
1988.6667	0.0311698195	-3.2413409177	-2.8850642539	0.0714644812	0.0251730594
1988.7500	0.0160448478	-3.2367944996	-2.9044449432	0.0724973901	0.0256105299
1988.8333	-0.0205979145	-3.1908069025	-2.8791597295	0.0769980775	0.0242664814
1988.9167	0.0133413430	-3.1859169958	-2.8875653151	0.0796056891	0.0273769185
1989.0000	0.0595226149	-3.2162727185	-2.9500048596	0.0824091362	0.0159725331
1989.0833	-0.0246555214	-3.2305728143	-2.9144121478	0.0854526628	0.0193765962
1989.1667	0.0150619490	-3.2399112188	-2.9288215810	0.0872321859	0.0093790005
1989.2500	0.0397202720	-3.2757899819	-2.9717730130	0.0825656762	0.0112572233
1989.3333	0.0298122649	-3.2792071038	-3.0004179294	0.0844973862	0.0089474571
1989.4167	-0.0094032914	-3.2663365030	-2.9866067945	0.0785616114	0.0077845751
1989.5000	0.0718056422	-3.3406027616	-3.0665937166	0.0767110099	0.0100290083
1989.5833	0.0132259508	-3.3447981540	-3.0773185915	0.0776089793	0.0108423402
1989.6667	-0.0093318764	-3.3234928083	-3.0661018825	0.0777940274	0.0115887699
1989.7500	-0.0355565324	-3.3087288946	-3.0364948964	0.0764794437	0.0113662244
1989.8333	0.0133453370	-3.3396844489	-3.0488084674	0.0747363461	0.0168553722
1989.9167	0.0150155889	-3.3582832015	-3.0659234130	0.0743929315	0.0241360892
1990.0000	-0.0761534004	-3.2998970752	-2.9914012826	0.0761829607	0.0124359388
1990.0833	0.0075310789	-3.2938448688	-2.9966918870	0.0764701799	0.0139774730
1990.1667	0.0168966184	-3.3145000190	-3.0174556123	0.0767387942	0.0126146615
1990.2500	-0.0347051715	-3.2676169209	-2.9870388131	0.0766183898	0.0179102111
1990.3333	0.0782979226	-3.3558665674	-3.0718880581	0.0762663555	0.0196864378
1990.4167	-0.0116492683	-3.3406279268	-3.0598202696	0.0761644276	0.0149287469
1990.5000	-0.0107902540	-3.3321042056	-3.0510656285	0.0737893500	0.0163820834
1990.5833	-0.0976243983	-3.2379752047	-2.9484973541	0.0728042656	0.0177230801
1990.6667	-0.0561987504	-3.2003848796	-2.8924634719	0.0704025441	0.0234659556
1990.7500	-0.0159831981	-3.1849060170	-2.8825455548	0.0701322222	0.0257650399
1990.8333	0.0552750504	-3.2347566867	-2.9375654533	0.0692461727	0.0245345738
1990.9167	0.0217779313	-3.2525526745	-2.9589131925	0.0636318602	0.0335980356
1991.0000	0.0366114051	-3.2891096989	-2.9965370245	0.0612361995	0.0294367444
1991.0833	0.0658135106	-3.3514011975	-3.0586055305	0.0597866237	0.0290496973
1991.1667	0.0196944298	-3.3765229733	-3.0775288236	0.0568717061	0.0283329863
1991.2500	-0.0023968164	-3.3760749730	-3.0757853420	0.0546396890	0.0321482258
1991.3333	0.0347422489	-3.4204915733	-3.1115516381	0.0548290363	0.0324138754
1991.4167	-0.0471576487	-3.3787270693	-3.0603929417	0.0549236965	0.0357379309
1991.5000	0.0394708939	-3.4297925968	-3.1030544345	0.0548385027	0.0322483792
1991.5833	0.0191594044	-3.4487818662	-3.1212933748	0.0528770396	0.0321812724
1991.6667	-0.0176280910	-3.4232899331	-3.1007462179	0.0507216310	0.0339079015
1991.7500	0.0113307992	-3.4497154348	-3.1122198053	0.0479040574	0.0352907211
1991.8333	-0.0425402487	-3.4055749624	-3.0670321666	0.0432893481	0.0415693392
1991.9167	0.0961237624	-3.5054449504	-3.1725307377	0.0384800543	0.0433314496
1992.0000	-0.0132539909	-3.5038437980	-3.1517431938	0.0382779612	0.0422189186
1992.0833	0.0089929946	-3.5193830407	-3.1606248232	0.0391630192	0.0418652633
1992.1667	-0.0236322783	-3.4813951022	-3.1378893880	0.0403546853	0.0408700652
1992.2500	0.0188145875	-3.5156524937	-3.1640304360	0.0369007163	0.0455718647
1992.3333	0.0028097905	-3.5200746204	-3.1636260904	0.0369007163	0.0438357049
1992.4167	-0.0197037864	-3.4877426545	-3.1447488206	0.0356180776	0.0444689835
1992.5000	0.0369498600	-3.5290959365	-3.1812460207	0.0317602607	0.0473125851
1992.5833	-0.0221593140	-3.5072010359	-3.1548391671	0.0315568049	0.0466964797
1992.6667	0.0064171545	-3.5074411503	-3.1617913792	0.0269047980	0.0496754707
1992.7500	0.0045509197	-3.5145956901	-3.1608622441	0.0295782195	0.0495354182
1992.8333	0.0314264675	-3.5388306782	-3.1876651900	0.0326414247	0.0515367633
1992.9167	0.0123621466	-3.5535455218	-3.1947073052	0.0307716587	0.0479551730
1993.0000	0.0074505229	-3.5601533942	-3.1982714213	0.0289858226	0.0478995406
1993.0833	0.0099840182	-3.5730058094	-3.2052552258	0.0294811293	0.0474258553
1993.1667	0.0216215085	-3.5825098087	-3.2203464521	0.0288886748	0.0448367511
1993.2500	-0.0254806146	-3.5602617592	-3.1914925074	0.0290829609	0.0438179009
1993.3333	0.0224196462	-3.5759662004	-3.2108568329	0.0305680016	0.0425571861
1993.4167	0.0024560204	-3.5781567277	-3.2085224197	0.0302769909	0.0425101947
1993.5000	-0.0034224793	-3.5760098848	-3.1999324736	0.0302769909	0.0408142187
1993.5833	0.0341829603	-3.6081063472	-3.2305468031	0.0300732330	0.0380279760
1993.6667	-0.0065187548	-3.5969369613	-3.2172809933	0.0291800898	0.0370359648
1993.7500	0.0149384322	-3.6095678531	-3.2329367326	0.0302769909	0.0366433680
1993.8333	-0.0176298603	-3.5885066865	-3.2164030119	0.0313629989	0.0398658291
1993.9167	0.0156561222	-3.6061600950	-3.2229171024	0.0300732330	0.0379892637
1994.0000	0.0285215681	-3.6277692035	-3.2515655833	0.0295782195	0.0393733623
1994.0833	-0.0291549695	-3.5933380679	-3.2177356679	0.0335314832	0.0397894217
1994.1667	-0.0463697057	-3.5534865793	-3.1675965513	0.0347298752	0.0387771941
1994.2500	0.0111768552	-3.5599344458	-3.1750732022	0.0385762748	0.0403277402
1994.3333	0.0075742434	-3.5630546496	-3.1834219919	0.0419285820	0.0396882731
1994.4167	-0.0292344285	-3.5330828299	-3.1523093459	0.0413338635	0.0420499409
1994.5000	0.0289145122	-3.5623951252	-3.1785995210	0.0425037795	0.0392295930
1994.5833	0.0348502361	-3.5960985775	-3.2108167339	0.0453557017	0.0346548594
1994.6667	-0.0253444749	-3.5695215997	-3.1788581478	0.0464254657	0.0361734869
1994.7500	0.0101689426	-3.5736643978	-3.1935001298	0.0499418816	0.0397690812
1994.8333	-0.0421912145	-3.5355456034	-3.1472091035	0.0551224538	0.0349237383
1994.9167	0.0100331979	-3.5325631928	-3.1534839014	0.0548290363	0.0349480910
1995.0000	0.0188494757	-3.5472478176	-3.1706285517	0.0577593444	0.0306892584
1995.0833	0.0326419878	-3.5849499673	-3.1992707814	0.0570795218	0.0303944552
1995.1667	0.0221054625	-3.6045797626	-3.2194826475	0.0564748469	0.0219369789
1995.2500	0.0190310853	-3.6210701869	-3.2392544277	0.0563803334	0.0214824601
1995.3333	0.0296297499	-3.6487744904	-3.2671780831	0.0558036076	0.0188197385
1995.4167	0.0168821140	-3.6676205470	-3.2805486381	0.0539482668	0.0185683474
1995.5000	0.0294083354	-3.6674133066	-3.3037480185	0.0537397993	0.0184448306
1995.5833	0.0025582650	-3.6660395510	-3.2954102645	0.0524880803	0.0206923043
1995.6667	0.0340972562	-3.7019241844	-3.3267710683	0.0520040417	0.0184604423
1995.7500	-0.0167760011	-3.6829059048	-3.3141247426	0.0527916713	0.0201036435
1995.8333	0.0418791640	-3.7168235272	-3.3467572523	0.0527821854	0.0150823334
1995.9167	0.0146039026	-3.7347456074	-3.3565116419	0.0492662413	0.0211737222
1996.0000	0.0279033342	-3.7594566571	-3.3810601619	0.0487806403	0.0177676241
1996.0833	0.0080038293	-3.7584658443	-3.3804783578	0.0485901442	0.0189655163
1996.1667	0.0086911932	-3.7663829237	-3.3809278292	0.0496564555	0.0202882599
1996.2500	0.0089493222	-3.7721962981	-3.3866327006	0.0497611212	0.0250936232
1996.3333	0.0185026421	-3.7866941331	-3.4016495702	0.0500465175	0.0243509594
1996.4167	-0.0035132892	-3.7839621204	-3.3963814467	0.0500465175	0.0272264579
1996.5000	-0.0513067288	-3.7380153357	-3.3417380516	0.0514247857	0.0246296791
1996.5833	0.0229932902	-3.7692810748	-3.3526219678	0.0511302811	0.0220922370
1996.6667	0.0425008286	-3.8035455773	-3.3976825927	0.0487711164	0.0251225304
1996.7500	0.0148924975	-3.8084262617	-3.4147266062	0.0498562624	0.0228686880
1996.8333	0.0605391831	-3.8735378421	-3.4768602248	0.0496564555	0.0202884596
1996.9167	-0.0181145135	-3.8473567691	-3.4465195067	0.0501321205	0.0219366191
1997.0000	0.0440639776	-3.8969268428	-3.4971911801	0.0499513944	0.0230813160
1997.0833	0.0069315631	-3.9043472946	-3.4943396973	0.0506360785	0.0212283006
1997.1667	-0.0454231011	-3.8482405841	-3.4421056443	0.0515007729	0.0218739481
1997.2500	0.0393881309	-3.8840110991	-3.4899209945	0.0513202940	0.0257629894
1997.3333	0.0568849504	-3.9480214736	-3.5379775841	0.0502177162	0.0298709908
1997.4167	0.0421212235	-3.9856137959	-3.5717217505	0.0501606532	0.0222644578
1997.5000	0.0639075027	-4.0412489509	-3.6386776185	0.0506836086	0.0190623749
1997.5833	-0.0486090078	-3.9999342945	-3.5713175608	0.0505124896	0.0207510344
1997.6667	0.0515822775	-4.0457191937	-3.6149750931	0.0488663517	0.0226627097
1997.7500	-0.0345723952	-4.0109101426	-3.5726534269	0.0503413414	0.0198880515
1997.8333	0.0321227680	-4.0470743045	-3.6090912031	0.0512727942	0.0177480350
1997.9167	0.0203977143	-4.0592642035	-3.6175679650	0.0517381954	0.0155949316
1998.0000	-0.0050693108	-4.0548530341	-3.6209884621	0.0502177162	0.0149788989
1998.0833	0.0625051946	-4.1137381684	-3.6824327216	0.0514437831	0.0146183762
1998.1667	0.0483709371	-4.1647705644	-3.7245807041	0.0500370056	0.0140601514
1998.2500	0.0051669039	-4.1615244662	-3.7282065518	0.0482471596	0.0185609203
1998.3333	-0.0230980776	-4.1416314714	-3.7038202458	0.0486091954	0.0200994189
1998.4167	0.0209096975	-4.1550171152	-3.7371489573	0.0491996041	0.0172988649
1998.5000	-0.0296778803	-4.1329189602	-3.7207378279	0.0491710440	0.0170855336
1998.5833	-0.1642864644	-3.9613888889	-3.5584462560	0.0470839475	0.0173196066
1998.6667	0.0447939777	-4.0011300672	-3.6143284217	0.0421970487	0.0225454832
1998.7500	0.0745802474	-4.0802292989	-3.6872878864	0.0421587007	0.0268496803
1998.8333	0.0485200960	-4.1259761453	-3.7405152021	0.0436531829	0.0186676641
1998.9167	0.0435824373	-4.1708776772	-3.7911596800	0.0433659559	0.0173402125
1999.0000	0.0093308967	-4.1759180002	-3.8273275673	0.0433946823	0.0173848071
1999.0833	-0.0278002801	-4.1524538860	-3.7905056519	0.0453557017	0.0179610909
1999.1667	0.0242220487	-4.1684462357	-3.8245754183	0.0435383020	0.0195291700
1999.2500	0.0478769442	-4.2261582283	-3.8571390350	0.0441508477	0.0207310401
1999.3333	-0.0221663610	-4.1610679252	-3.8271950045	0.0450594040	0.0237531868
1999.4167	0.0374349792	-4.1990253071	-3.8755683370	0.0463109029	0.0263824663
1999.5000	-0.0386638426	-4.1597318717	-3.8370826324	0.0459862368	0.0258944727
1999.5833	-0.0263432022	-4.1336720233	-3.8249287452	0.0477705970	0.0273731107
1999.6667	-0.0340825802	-4.0941580528	-3.7901157428	0.0469217531	0.0272704271
1999.7500	0.0519801151	-4.1504673274	-3.8435374134	0.0492376831	0.0300519038
1999.8333	0.0058847648	-4.1523681965	-3.8552316867	0.0511777877	0.0263214067
1999.9167	0.0292901752	-4.1815295126	-3.9043276609	0.0518996105	0.0230245485
2000.0000	-0.0472540933	-4.1369345771	-3.8438766979	0.0548101032	0.0224623125
2000.0833	-0.0435425438	-4.0879368878	-3.8154242882	0.0557184888	0.0222175021
2000.1667	0.0864227038	-4.1795530772	-3.8996744677	0.0565504513	0.0170841859
2000.2500	-0.0121875878	-4.1543550553	-3.8600096947	0.0561629185	0.0222638476
2000.3333	-0.0063079697	-4.1761410625	-3.8295357848	0.0542987734	0.0311783183
2000.4167	-0.0011037109	-4.1914145774	-3.8449408449	0.0566260499	0.0191380390
2000.5000	-0.0049822477	-4.1950574153	-3.8199401458	0.0598619781	0.0166260708
2000.5833	0.0509567096	-4.2291598903	-3.8704159758	0.0606810908	0.0123116475
2000.6667	-0.0197630843	-4.2343086476	-3.8070680687	0.0597583644	0.0159224119
2000.7500	-0.0039823035	-4.2294794854	-3.7946494458	0.0609916133	0.0142620771
2000.8333	-0.0575480540	-4.1603835598	-3.7037916673	0.0597583644	0.0124645172
2000.9167	0.0367910133	-4.2118810915	-3.7004895978	0.0567961260	0.0135320570
2001.0000	0.0087438755	-4.2117392981	-3.7282837845	0.0483900841	0.0219183496
2001.0833	-0.0620338270	-4.1517319554	-3.6252354489	0.0471698045	0.0196788254
2001.1667	-0.0556976470	-4.1136940747	-3.5526982354	0.0418230933	0.0241057592
2001.2500	0.0614024795	-4.1800314140	-3.6223425669	0.0379025370	0.0327892009
2001.3333	0.0102583622	-4.1882201160	-3.6230760462	0.0353961009	0.0364953782
2001.4167	-0.0316044257	-4.1678478911	-3.5934297003	0.0356373776	0.0357596448
2001.5000	-0.0080280155	-4.1530811141	-3.5800063776	0.0345849847	0.0331196946
2001.5833	-0.0505861061	-4.1076730392	-3.5111650425	0.0328736903	0.0346622531
2001.6667	-0.0780422649	-4.0221333425	-3.4233292708	0.0231401887	0.0457445130
2001.7500	0.0036791054	-4.0235981750	-3.4391277163	0.0200476953	0.0472250064
2001.8333	0.0594409529	-4.0982416283	-3.5094777928	0.0176729101	0.0502458366
2001.9167	0.0181786684	-4.1053944204	-3.5148933562	0.0169751042	0.0492791851
2002.0000	-0.0197554877	-4.0867435034	-3.4971253421	0.0174272593	0.0466952226
2002.0833	-0.0013928450	-4.0822334316	-3.4740730977	0.0173977772	0.0458871433
2002.1667	0.0369798811	-4.1263002659	-3.5080900815	0.0176729101	0.0489259285
2002.2500	-0.0435216533	-4.0912213252	-3.4423586534	0.0173486383	0.0480350166
2002.3333	-0.0048311832	-4.0946014589	-3.4308944602	0.0170734162	0.0485705162
2002.4167	-0.0694690609	-3.9987094477	-3.3533443347	0.0167292820	0.0476621314
2002.5000	-0.0835493691	-3.9207254923	-3.2681593947	0.0167784512	0.0463993326
2002.5833	0.0100562274	-3.9459304824	-3.2701521706	0.0165227446	0.0453290179
2002.6667	-0.1046398988	-3.8358751972	-3.1507224857	0.0152924718	0.0441049722
2002.7500	0.0590822936	-3.8860629046	-3.2316100079	0.0142480133	0.0471831040
2002.8333	0.0474275478	-3.9347189748	-3.2850806617	0.0121064207	0.0490926274
2002.9167	-0.0453724960	-3.8807404560	-3.2208326836	0.0118593985	0.0489521206
